#,Categorie,Secteur,Ville,Nom,Adresse,Telephone,Email,Site?,Email?,Note,Nb Avis,Gamme Prix,Services,Nb Photos,Horaires,Editorial,Types Google,URL Maps,Citation Neg,Points Forts,Probleme,Accroche Email,Statut,1er contact,Relance 1,Relance 2,Relance 3,RDV,Call booke,Notes
21,Restauration,Kebab,Marseille,Welcome Istambul kebab,"22 Rue de la République, 13001 Marseille, France",06 95 05 82 51,,NON,NON,4.4,76,,"livraison, a emporter, sur place, dejeuner, diner",10,lundi: 11:00 – 02:00 | mardi: 11:00 – 02:30 | mercredi: Fermé | jeudi: 11:00 – 02:30 | vendredi: 11:00 – 02:30 | samedi: 11:00 – 02:30 | dimanche: 11:00 – 02:30,,restaurant,https://maps.google.com/?cid=15032418521560986003,,"qualite, propre, excellent",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
22,Restauration,Kebab,Marseille,ISTANBUL GRILL KEBAB - VIEUX PORT,"132 Quai du Port, 13002 Marseille, France",07 58 46 27 88,,NON,NON,4.3,254,,"livraison, a emporter, reservable en ligne, sur place, vegetarien, petit-dej, dejeuner, diner, PMR",10,lundi: 11:00 – 00:00 | mardi: 11:00 – 00:00 | mercredi: 11:00 – 00:00 | jeudi: 11:00 – 00:00 | vendredi: 11:00 – 00:00 | samedi: 11:00 – 00:00 | dimanche: 11:00 – 00:00,,"meal_takeaway, restaurant",https://maps.google.com/?cid=16178878225420523062,"The food was ok. Good portion, but lamb chops was from shoulder, not a good meat. Waitress was very good, polite and attentive. But the Boss on the register was crook and cheap thieve. He took my 2 €u | Moyen !

Franchement, c’était sans plus. On avait pris un tacos, c’était correct mais fait un peu vite fait, rien d’exceptionnel.
Le service était assez long aussi. Bref, pas mauvais, mais pas de quoi","accueil, qualite, delicieux",les clients ne peuvent pas voir vos realisations avant de vous choisir,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Bon… la photo parle d’elle-même"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
23,Restauration,Kebab,Marseille,ISTANBUL GRILL KEBAB,"20 Cr Belsunce, 13001 Marseille, France",06 66 78 31 23,,NON,NON,4.1,170,,"livraison, a emporter, sur place, dejeuner, diner",10,lundi: 09:00 – 00:00 | mardi: 09:00 – 00:00 | mercredi: 09:00 – 00:00 | jeudi: 09:00 – 00:00 | vendredi: 09:00 – 00:00 | samedi: 09:00 – 00:00 | dimanche: Fermé,,restaurant,https://maps.google.com/?cid=4034744606315844573,"Kebab bon mais maigre et portion de frites maigre, je me suis rendu compte après avoir pris la photo mais ils ont laissé le papier sous le sandwich. Franchement n’y allez pas pour vous remplir le vent | HORRIBLE ! Immangeable, on était 5 avec chacun un plat/menu différent. Les frites congelées et infectes. Le plat iskender c'est de la sauce tomate concentrée avec un petit suisse étalé. Les sandwichs ","rapide, accueil, qualite",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Kebab bon mais maigre et portion de frites maigre, je me suis rendu compte après avoir pris la photo mais ils ont laissé le papier"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
24,Restauration,Kebab,Marseille,Kebab Berliner - Crousty bols,"24 Rue Coutellerie, 13002 Marseille, France",06 51 24 03 42,,NON,NON,3.4,74,,"livraison, a emporter, sur place, dejeuner, diner, click&collect",10,lundi: 11:00 – 00:30 | mardi: 11:00 – 00:30 | mercredi: 11:00 – 00:30 | jeudi: 11:00 – 00:30 | vendredi: 11:00 – 03:00 | samedi: 11:00 – 03:00 | dimanche: 11:00 – 00:30,,restaurant,https://maps.google.com/?cid=4493719328510554287,"Le tacos il est sec hein.
Cela représente bien l’expérience gustative, on les remercie car cela nous a permis de travailler comme il faut la mâchoire qui a beaucoup souffert durant la dégustation. Tou | Je suis très déçu par mon expérience chez Kebab Berliner Osid. Les produits étaient froids et de mauvaise qualité, et en plus, j’ai reçu seulement deux sandwiches au lieu de quatre. Ils n’ont pas voul","rapide, savoureux, frais",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Obligé de mettre une étoile parce que je peux pas mettre zéro, j’ai commandé sur Deliveroo pour ne pas avoir à me déplacer"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
25,Restauration,Kebab,Marseille,Le Stand By,"5 Rue Louis Maurel, 13006 Marseille, France",06 58 73 09 87,,NON,NON,4.3,96,,"livraison, a emporter, sur place, petit-dej, dejeuner, diner",10,lundi: 10:30 – 00:00 | mardi: 10:30 – 00:00 | mercredi: 10:30 – 00:00 | jeudi: 10:30 – 00:00 | vendredi: 10:30 – 00:00 | samedi: 10:30 – 00:00 | dimanche: 10:30 – 00:00,,restaurant,https://maps.google.com/?cid=9644675449904253600,,"accueil, propre, gentil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
26,Restauration,Kebab,Marseille,SULTAN GRILL KEBAB,"138 Bd Danielle Casanova, 13014 Marseille, France",06 59 06 93 08,,NON,NON,3.9,24,,"livraison, a emporter, sur place, dejeuner",6,lundi: 11:00 – 00:30 | mardi: 11:00 – 00:30 | mercredi: 11:00 – 00:30 | jeudi: 11:00 – 00:30 | vendredi: 11:00 – 00:30 | samedi: 11:00 – 00:30 | dimanche: 11:00 – 00:30,,restaurant,https://maps.google.com/?cid=2081710027288113774,"Franchement… ce snack, c’est une expérience de survie.
Pas de salade, pas de soupe, pas de naan cheese… juste du poulet au goût de station-service.
Une bouchée et j’avais l’impression d’avaler un jerr | l'un des pires snack ou je suis allé de toutes mes vies .Lors de ma commande ,tout ce que que je voulais prendre n'etais pas possible à avoir , le serveur qui ne parlais pas francais. Je commande une ","top, accueil, qualite",les clients ne peuvent pas voir vos realisations avant de vous choisir,"3 de vos clients sur Google se plaignent du meme probleme : les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Lors de ma commande ,tout ce que que je voulais prendre n'etais pas possible à avoir , le serveur qui ne parlais pas francais"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",A contacter,,,,,,,
27,Restauration,Boulangerie,Marseille,Praline & Banette,"167 Rue de Rome, 13006 Marseille, France",06 58 98 15 80,,NON,NON,4.6,258,,"a emporter, petit-dej",10,lundi: 06:00 – 21:00 | mardi: 06:00 – 21:00 | mercredi: 06:00 – 21:00 | jeudi: 06:00 – 21:00 | vendredi: 06:00 – 21:00 | samedi: 06:00 – 21:00 | dimanche: 06:00 – 21:00,,"bakery, store",https://maps.google.com/?cid=15968623005686353695,"Très mauvaise expérience.
J’ai acheté un plat pour manger sur le pouce et j’ai malheureusement retrouvé des poils dedans. Autant dire que ça coupe immédiatement l’appétit.
L’hygiène est pourtant la ba","qualite, maison, accueil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
28,Restauration,Boulangerie,Marseille,MÎR BOULANGERIE ET PÂTISSERIE,"21/23 Bd de la Liberté, 13001 Marseille, France",07 67 54 27 74,,NON,NON,4.5,130,,"livraison, petit-dej",10,lundi: 06:00 – 19:00 | mardi: 06:00 – 19:00 | mercredi: 06:00 – 19:00 | jeudi: 06:00 – 19:00 | vendredi: 06:00 – 19:00 | samedi: 06:00 – 19:30 | dimanche: 06:00 – 19:00,,"bakery, store",https://maps.google.com/?cid=323519245001521670,"La jeune fille à la caisse est très sympathique. Vos baklava pistache sont plutôt bons mais pas super bien fait, ils sont fragiles et se cassent trop vite... on sent trop le sirop car il n'y a pas ass","propre, qualite, accueil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
29,Beaute,Barbier,Marseille,KS barber shop,"136 Bd de Pont de Vivaux, 13010 Marseille, France",06 73 89 21 16,,NON,NON,4.5,33,,,10,lundi: 09:00 – 19:30 | mardi: 09:00 – 19:30 | mercredi: 09:00 – 19:30 | jeudi: 09:00 – 19:30 | vendredi: Fermé | samedi: 09:00 – 19:30 | dimanche: 09:00 – 19:30,,hair_care,https://maps.google.com/?cid=731697286467399869,"Très bon coiffeurs dans l’ensemble, sauf un qui a très probablement acheter son diplôme de barbier sur snap et qui m’a défoncer le crâne, sinon les autres sont clean","top, accueil, sympathique",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
30,Beaute,Barbier,Marseille,{NEXT LOOK} sans rendez vous,"34 Bd Gustave Ganay, 13009 Marseille, France",07 54 14 33 80,,NON,NON,4.1,94,,,10,"lundi: 09:00 – 19:00 | mardi: 09:00 – 19:00 | mercredi: 09:00 – 19:00 | jeudi: 09:00 – 19:00 | vendredi: 09:00 – 12:00, 14:00 – 19:00 | samedi: 09:00 – 19:00 | dimanche: 10:00 – 19:00",,hair_care,https://maps.google.com/?cid=7402633980010438791,"Il mérite même pas une étoile, c’est la première fois j’y vais et il m’a fait une coupe à la samos je lui ai demandé un dégradé bas et il m’a fais une buzcut, plus jamais | Déçu vraiment, désolé je rentre avec mon fils  le coiffeur boudais , même le bonjour c etait forcé...j ai pas trop compris , faut être sociable avec la clientèle, 1 minimum , j ai déposer mon fils de ","qualite, professionnel, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
31,Beaute,Nail Art,Marseille,Vivi Nails,"12 Rue Guy de Combaud Roquebrune, 13007 Marseille, France",06 09 27 49 97,,NON,NON,4.6,44,,,5,lundi: 10:00 – 19:00 | mardi: 10:00 – 19:00 | mercredi: 10:00 – 19:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 19:00 | samedi: 09:30 – 15:00 | dimanche: Fermé,,beauty_salon,https://maps.google.com/?cid=14389613612386338063,"Chez Vivi Nails ! Beauté des pieds et semi permanent : 45€ / semi permanent mains : 30€ | Institut très sale, beaucoup de poussière partout dans l'établissement (au sol, derrière au niveau du lavabo), pinceaux et plumeaux pour ongle encombrés de saleté, désinfecte à peine les ustensiles, p","excellent, accueil, disponible",impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Institut très sale, beaucoup de poussière partout dans l'établissement (au sol, derrière au niveau du lavabo), pinceaux et plumeau"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",A contacter,,,,,,,
32,Artisan,Plombier,Marseille,JB Plomberie,"5 Rue Allard, 13004 Marseille, France",07 50 29 02 15,,NON,NON,4.6,34,,,10,lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24 | jeudi: Ouvert 24h/24 | vendredi: Ouvert 24h/24 | samedi: Ouvert 24h/24 | dimanche: Ouvert 24h/24,,"general_contractor, home_goods_store, plumber, store",https://maps.google.com/?cid=12571141872112820811,"À fuir!
Ce professionnel vient changer mon chauffe-eau (travail fait de manière correcte même si ce n'est jamais agréable de tomber sur un plombier qui monter sur vos wc suspendus), le tarif est dans ","rapide, qualite, professionnel",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Ce professionnel vient changer mon chauffe-eau (travail fait de manière correcte même si ce n'est jamais agréable de tomber sur un"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
33,Sport & Sante,Salle de Sport,Marseille,SWC CLUB | SWC STUDIO - Street Workout & Calisthenics - Marseille,"13 Rue de Village, 13010 Marseille, France",07 69 91 03 18,,NON,NON,3.6,19,,,10,lundi: 09:00 – 21:00 | mardi: 09:00 – 21:00 | mercredi: 09:00 – 21:00 | jeudi: 09:00 – 21:00 | vendredi: 09:00 – 21:00 | samedi: 09:00 – 21:00 | dimanche: 09:00 – 14:00,,"gym, health",https://maps.google.com/?cid=15687176534675218282,,"conseil, professionnel, efficace",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
34,Hotellerie,Gite,Marseille,Chambre d hôtes Au Cœur Des Oliviers.,"96 Chem. de Palama, 13013 Marseille, France",07 67 13 87 00,,NON,NON,4.6,28,,,10,,,lodging,https://maps.google.com/?cid=12631995984733668406,,"maison, accueil, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
35,Commerce,Fleuriste,Marseille,Maison Azzopardi Préf,"39 Bd Paul Peytral, 13006 Marseille, France",06 95 19 51 32,,NON,NON,4.4,128,,"livraison, PMR",10,lundi: 08:30 – 20:00 | mardi: 08:30 – 20:00 | mercredi: 08:30 – 20:00 | jeudi: 08:30 – 20:00 | vendredi: 08:30 – 20:00 | samedi: 08:30 – 20:00 | dimanche: 09:00 – 13:00,,"florist, store",https://maps.google.com/?cid=11167492063302872300,"Comme déjà mentionné, pas du tout commercial…
J’arrive un dimanche 15 minutes avant l’heure de fermeture annoncée. La boutique est encore ouverte, mais il me dit qu’il est fermé.
Je reviens à l’ouvert","accueil, ecoute, chaleureux",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""J’arrive un dimanche 15 minutes avant l’heure de fermeture annoncée"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",A contacter,,,,,,,
36,Commerce,Epicerie,Marseille,Alimentation Supérette beauvau,"10 Rue Beauvau, 13001 Marseille, France",07 66 49 92 23,,NON,NON,4.4,31,,,10,lundi: 10:00 – 06:00 | mardi: 10:00 – 06:00 | mercredi: 10:00 – 06:00 | jeudi: 10:00 – 06:00 | vendredi: 10:00 – 06:00 | samedi: 10:00 – 06:30 | dimanche: 10:00 – 06:30,,"convenience_store, store",https://maps.google.com/?cid=4676436851649917695,"Étant un habitué du quartier ce commerce dérange le voisinage constamment.
Hâte de sa fermeture.
Gérant de la boutique pas aimable et prend l'attitude d'un caïd de cité.
Ici c'est le vieux port pas le | 25€ pour un pack de 24 bouteilles d'eau, c'est absurde, et ils ont refusé d'annuler la transaction ou de me rendre mon argent quand j'ai vu le prix et que je l'ai renvoyé. Ils ont gardé l'eau et mon a","accueil, propre, souriant",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Hâte de sa fermeture"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",A contacter,,,,,,,
37,Commerce,Epicerie,Marseille,Epicerie Romain Rolland,"297 Bd Romain Rolland, 13009 Marseille, France",06 18 28 12 61,,NON,NON,3.6,28,,livraison,10,lundi: 10:00 – 03:00 | mardi: 10:00 – 03:00 | mercredi: 10:00 – 03:00 | jeudi: 10:00 – 03:00 | vendredi: 10:00 – 04:00 | samedi: 10:00 – 04:00 | dimanche: 10:00 – 03:00,,"grocery_or_supermarket, store",https://maps.google.com/?cid=6635269045348644478,Jamais vu autant d'incompétence... je commande via delivroo ( 5 articles ) j'en reçois 3... malheureusement c'est une habitude car sur 3 commandes deux d'entre elles furent bâclé. Sans parler des prix,"propre, accueil, sympathique",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Sans parler des prix exorbitant"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
38,Commerce,Epicerie,Marseille,RS Night Shop,"431 Chem. de la Madrague-Ville, 13015 Marseille, France",06 53 84 56 08,,NON,NON,4.6,36,,livraison,10,"lundi: 10:00 – 03:00 | mardi: 10:00 – 03:00 | mercredi: 10:00 – 03:00 | jeudi: 10:00 – 03:00 | vendredi: 10:00 – 12:00, 15:00 – 05:00 | samedi: 10:00 – 05:00 | dimanche: 10:00 – 05:00",,"grocery_or_supermarket, store",https://maps.google.com/?cid=5367527474611694215,Magasin sale et personnel impoli ont vu 2 rats dans le magasin alors que les courses ne reviendront jamais,"sympathique, qualite, propre",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
39,Commerce,Epicerie,Marseille,Rapid Market,"19 Rue Breteuil, 13006 Marseille, France",06 27 32 12 28,,NON,NON,3.0,10,,,7,lundi: 16:00 – 04:00 | mardi: 16:00 – 04:00 | mercredi: 16:00 – 04:00 | jeudi: 16:00 – 04:00 | vendredi: 17:00 – 06:00 | samedi: 16:00 – 06:00 | dimanche: 16:00 – 04:00,,"grocery_or_supermarket, store",https://maps.google.com/?cid=3213123707814203103,"-1.... Ha ben non... ils étaient ouverts ça mérite 1.
Le gars il ne dit pas bonjour, il ne te calcule même pas.
La télé à fond sur un match dans le magasin.
on peut pas dire qu'il soit désagréable...  | En regardant les comptes je vois que le pack de bière a 6,90 m'a été facturé 9,60 😭😭😭 ça va les gars vous l'avez fait à combien de client le jour de la nouvelle année ?",frais,les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""En regardant les comptes je vois que le pack de bière a 6,90 m'a été facturé 9,60 😭😭😭 ça va les gars vous l'avez fait à combien de"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
40,Commerce,Epicerie,Marseille,L 'Alim Crillon - Alimentation générale - Livraison 7/7,"33 Rue Crillon, 13005 Marseille, France",07 50 11 41 23,,NON,NON,4.4,34,,livraison,4,lundi: 14:00 – 02:00 | mardi: 14:00 – 02:00 | mercredi: 14:00 – 02:00 | jeudi: 14:00 – 02:00 | vendredi: 14:00 – 02:00 | samedi: 14:00 – 02:00 | dimanche: 16:30 – 02:00,,"grocery_or_supermarket, store, supermarket",https://maps.google.com/?cid=9594832705070163301,Wallah je suis venue me faire rembourser ses une honte pour une alimentation même trouver une solution y’a rien de favorable quel honte | Pas grand mais avec beaucoup de choix,"accueil, conseil, gentil",vos nouveaux clients ont du mal a vous trouver,"Un de vos clients sur Google signale que c'est vos nouveaux clients ont du mal a vous trouver. Un d'eux a meme ecrit : ""Wallah je suis venue me faire rembourser ses une honte pour une alimentation même trouver une solution y’a rien de favorable quel "" C'est frustrant, meme quand ils cherchent exactement ce que vous proposez. La solution : un site optimise pour apparaitre sur Google quand on cherche votre activite.",A contacter,,,,,,,
41,Commerce,Epicerie,Marseille,Vivaux shop,"91 Bd de Pont de Vivaux, 13010 Marseille, France",06 95 32 84 62,,NON,NON,4.0,28,,livraison,10,lundi: 11:00 – 04:00 | mardi: 11:00 – 04:00 | mercredi: 11:00 – 04:00 | jeudi: 11:00 – 04:00 | vendredi: 11:00 – 04:00 | samedi: 11:00 – 04:00 | dimanche: 11:00 – 04:00,,"grocery_or_supermarket, store",https://maps.google.com/?cid=5461219670737508047,"J’y suis passé un samedi soir et malheureusement j’ai été reçu par 4 garçons âgés de 20 a 25 ans du quartier en face (benza).
L’un des petit jeune a sorti un coupe légume qui a été mis à la carotide d | Je suis passée samedi à 9:00 : magasin fermé ! Il serait souhaitable d’indiquer vos horaires et non pas 24/24 alors que ce n’est pas vrai",accueil,vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Je suis passée samedi à 9:00 : magasin fermé"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",A contacter,,,,,,,
42,Commerce,Epicerie,Marseille,Superette de la sauvagine,"42 Av. Merleau Ponty, 13013 Marseille, France",07 53 98 14 93,,NON,NON,4.3,6,,PMR,10,lundi: 07:30 – 01:30 | mardi: 07:00 – 01:30 | mercredi: 07:00 – 01:30 | jeudi: 07:00 – 01:30 | vendredi: 07:00 – 03:00 | samedi: 07:00 – 03:00 | dimanche: 07:00 – 01:30,,"convenience_store, grocery_or_supermarket, store, supermarket",https://maps.google.com/?cid=1967471915674727993,Employer pas aimable manque de respect s agace pour des sous parlé mal et prends les gens de haut,"accueil, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
43,Commerce,Epicerie,Marseille,RN Market Store,"92 Av. Roger Salengro, 13003 Marseille, France",07 53 15 29 94,,NON,NON,3.7,15,,livraison,10,lundi: 07:00 – 04:00 | mardi: 07:00 – 04:00 | mercredi: 07:00 – 04:00 | jeudi: 07:00 – 00:00 | vendredi: Ouvert 24h/24 | samedi: Ouvert 24h/24 | dimanche: 07:00 – 04:00,,"grocery_or_supermarket, store",https://maps.google.com/?cid=14550447860408352763,Creme fraîche pas fraîche pas sûre que la chaîne du froid soit respecté... | les puffs 9k crament au bout de 2 jours,"accueil, sympathique, qualite",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
44,Restauration,Kebab,Lyon,Adana kebab,"50 Rue Chevreul, 69007 Lyon, France",07 82 41 65 88,,NON,NON,4.4,337,,"livraison, a emporter, reservable en ligne, sur place, vegetarien, dejeuner, diner, PMR",10,lundi: 10:00 – 00:00 | mardi: 10:00 – 00:00 | mercredi: 10:00 – 00:00 | jeudi: 10:00 – 07:00 | vendredi: 10:00 – 07:00 | samedi: 10:00 – 07:00 | dimanche: 10:00 – 00:00,,restaurant,https://maps.google.com/?cid=15053867014231409248,,"rapide, accueil, professionnel",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",A contacter,,,,,,,
45,Beaute,Nail Art,Lyon,maneta ongles,"278 Av. Berthelot, 69008 Lyon, France",06 58 09 74 42,,NON,NON,4.4,200,,,10,lundi: 10:00 – 19:00 | mardi: 10:00 – 19:00 | mercredi: 10:00 – 19:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 19:00 | samedi: 09:30 – 19:00 | dimanche: Fermé,,beauty_salon,https://maps.google.com/?cid=8267128370774635415,Dépose mains et pieds à 29€ soit le prix d’une pose. Le travail est si médiocre. Fuyez.,"accueil, chaleureux, ecoute",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Dépose mains et pieds à 29€ soit le prix d’une pose"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",A contacter,,,,,,,
